cardinal,birth_passage,century,source
"(15) 3. COETQUIS, Philippe de (ca. 1376 -1441)","Birth. Ca. 1376, of the House of Kerneguez, near Morlaix, France. His last name is also listed as Coëtquis; as Quoetquitz; and as Coetquen.Education. Obtained a doctorate in utroque iure, both canon and civil law at the Faculty of Angers in 1415.",fifteenth_century,fiu_scrape
"(71) 17. POMA, Antonio","Birth. June 12, 1910, Villanterio, diocese of Pavia, Italy.Education. Studied at the Seminary of Pavia; and at the Pontifical Gregorian University, Rome, where he obtained a doctorate in theology in 1934.",twentieth_century,fiu_scrape
"(212) 11. ZUBEIR WAKO, Gabriel","Birth. February 27, 1941, Mboro, diocese of Wau, Sudan (now South Sudan). From the tribe Belanda Bviri from the south of the country. Son of Placido Wako Tagia, who died in 1990, and Felicita Juno.Education. Initial studies at the primary schools in Mboro in 1947); and at Nyamlel, diocese of Wau from 1948 to 1950; attended intermediate school from 1951 to 1955 at St. Anthony's Minor Seminary, in Bussere, Wau; studied philosophy from 1956 to 1959) at St. Paul's National Major Seminary, Tore River, Yei; studied theology from 1960 to 1963 at the same seminary; later, studied theology at the Pontifical Urbanian University, Rome, from 1968 to 1969; and at the Pontifical Lateran University, Rome, from 1969 to 1971, where he obtained a licentiate in pastoral theology in 1971. He speaks English, Italian and German.",twentieth_century,fiu_scrape
"(3) 1. BANDI, Giovanni Carlo (1709-1784)","Birth. July 17, 1709, Cesena. Son of Count Francesco Bandi and Countess Cornelia Zangheri. He was the uncle of Pope Pius VI on his mother's side.Education. Studied at the University of Fermo where he received a doctorate in utroque iure, both canon and civil law on December 9, 1734.",eighteenth_century,fiu_scrape
"(24) 16. PASSERINI, Silvio (1469-1529)","Birth. 1469 (1), Cortona, Tuscany. Of a Florentine family. Third of the seven children of Rosado Passerini and Margherita del Braca. His first name is also listed as Sylvio; and as Filippo Silvio; and his last name as Passerino.Education. He was raised and educated at the court of Lorenzo de' Medici and became very close to Lorenzo's son Giovanni, future cardinal and future Pope Leo X.",sixteenth_century,fiu_scrape
"(20) 17. ALBERTI, Alberto (1386-1455)","Birth. 1386, Arezzo (or Florence). Of a noble family. Son of Cipriano Alberti, podesta of Perugia, and Francesca de' Nobili. He was called the Cardinal of S. Eustachio; or of Camerino; or de Albertis.Education. ""Essendo uomo dottisimo e assai perito nella lingua greca e latina ..."" (1).",fifteenth_century,fiu_scrape
"(6) 6. CIVARDI, Ernesto","Birth. October 21, 1906, Fossarmato, diocese of Pavia, Italy.Education. Studied at the Seminary of Pavia; at the Pontifical Gregorian University, Rome, where he earned a doctorate in canon law; and at the Sacred Roma Rota, legal section, Vatican City becoming a Rotal lawyer.",twentieth_century,fiu_scrape
"(19) 1. GONZAGA, Scipione (1542-1593)","Birth. November, 11, 1542, Mantua. Of the counts of Sabbioneta and signori of Bozzolo. Son of Carlo Gonzaga, first marquis of Gazzuolo, count of San Martino, and Emilia Cauzzi Gonzaga. Other cardinals of the family are: Francesco Gonzaga (1461); Sigismondo Gonzaga (1505); Ercole Gonzaga (1527); Pirro Gonzaga (1527); Francesco Gonzaga (1561); Giovanni Vincenzo Gonzaga, O.S.Io.Hier. (1578); Ferdinando Gonzaga (1607); and Vincenzo Gonzaga (1615). His first name is also listed as Scipio; and his last name as Gonzaga a Bozzolo. He was also called Mantuanus.Education. He spent his youth in the household of Cardinal Ercole Gonzaga. Studied Greek, Latin, mathematics and philosophy at the University of Bologna, and at the University of Padua, where he obtained a doctorate; later he studied theology.",sixteenth_century,fiu_scrape
"(18) 4. SPADA, Fabrizio (1643-1717)","Birth. March 17, 1643, Rome (1). Of the marquises of Castelviscardo. Second son of Orazio Spada and Maria Veralli, niece of Cardinal Fabrizio Veralli (1608). He was baptized in the Roman church of S. Lorenzo in Damaso and his god-father was his grand uncle Cardinal Bernardino Spada (1626). His baptismal name was Fabrizio Giuseppe Maria Francesco Filippo Gaspare. Nephew of Cardinal Giambattista Spada (1654).Education. He was destined to an ecclesiastical career at a young age. Studied at the University of Perugia from October 1660 and he earned a doctorate in utroque iure, both canon and civil law, on April 21, 1664.(2).",seventeenth_century,fiu_scrape
"(13) 3. PALLOTTA, Guglielmo (1727-1795)","Birth. November 13, 1727, Macerata. Of the ancient family of the counts della Rocca from Messina. Eldest of the three children of Paride Pallotta and Countess Angela Baldinucci, Florentine noblewoman. The other siblings were Giammario and Evangelista. Uncle of Cardinal Antonio Pallotta (1823). Other members of the family promoted to the cardinalate were Giovanni Evangelista Pallotta (1587); and Giovanni Battista Maria Pallotta (1629).Education. Attended Collegio Nazareno, Rome; studied hydraulics; and later, studied law in Rome. He distinguished himself in the recitation of discourses and dissertations.",eighteenth_century,fiu_scrape
"(3) 2. SANGIORGIO, Giovanni Antonio (1439/1442-1509)","Birth. 1439/1442, Milan (1). Of a noble family. Relative of Cardinal Gian Francesco Biandrate di San Giorgio Aldobrandini (1596). His last name is also listed as San Giorgio. He was called the Cardinal of Alessandria.Education. Studied law n Pavia from 1470.",fifteenth_century,fiu_scrape
"(28) 9. KOVITHAVANIJ, Francis Xavier Kriengsak","Birth. June 27, 1949, Bam Rak, apostolic vicariate of Bangkok (now archdiocese of Bangkok), Thailand. From parents originally from China. Second of the four children of Joseph-Piti Kovithavanij and Teresa Pacharin. He was baptized on the following August 14 in the cathedral of the Assumption of Bangkok by Father Paul Mattew Kritcharoen. He received the sacrament of confirmation on November 9, 1958, in the same cathedral, from Louis-August-Clément Chorin, M.E.P., titular bishop of Polistilo, apostolic vicar of Bangkok.Education. Studied at the Seminary of Saint Joseph in Sampran; later, he was sent to Rome to study philosophy and theology at the Pontifical Urbanian University from 1970-1976, residing at Collegio Urbano; from 1982 to 1983, he studied in spirituality at the Pontifical Gregorian University, Rome.",twenty_first_century,fiu_scrape
"(97) 12. MAHONY, Roger Michael","Birth. February 27, 1936, Hollywood, archdiocese of Los Angeles, United States of America. Son of Victor James Mahony, owner of a poultry processing plant, and Loretta Baron. He has a twin brother, Louis James, and an older brother, Neil Anthony.Education. Our Lady of Los Angeles Preseminary, Los Angeles; Our Lady of Angels Seminary, Mission Hill. Incardinated in the diocese of Monterey-Fresno. Catholic University of America, Washington (doctorate in social work). Besides his native English, he is fluent in Spanish.",twentieth_century,fiu_scrape
"(15) 15. VANHOYE, S.J., Albert","Birth. July 24, 1923, Hazebrouck Nord, France. Received the sacrament of confirmation in Watten (Nord).Education. He did his secondary studies at the Minor Seminary of Hazebrouck. Entered the Society of Jesus (Jesuits), September 12, 1941. Jesuit Juniorate, Yzeure (Allier), 1944-1946; Jesuit Scholasticate, Vals-prés-le Puy (Haute-Loire), 1947-1950 (licentiate in Scholastic philosophy); Jesuit Scholasticate, Enghien, Belgium, 1951-1955 (licentiate in theology); Pontifical Biblical Institute, Roma, 1956-1958 (licentiate in Sacred Scriptures); Pontifical Biblical Institute, Rome, 1963 (doctorate in Sacred Scriptures).",twenty_first_century,fiu_scrape
(1651-1726),"Birth. April 2, 1651, Forlì. Of the counts of Calboli. Fifth of the six children of Count Cosimo Paolucci and Luciana Albicini. The other siblings were Giovanni, Angiola Guerreria, Lucrezia, Giuseppe Ferdinando and Luigi. Grand-nephew of Cardinal Francesco Paolucci (1657). Uncle of Cardinal Camillo Paolucci (1743). His last name is also listed as Paulucci.Education. Went to Rome at the age of eight, 1659, to be educated by his grand-uncle; studied at La Sapienza University, Rome, where he earned a doctorate in utroque iure, both canon and civil law on February 23, 1674.",seventeenth_century,fiu_scrape
"(26) 7. SERRA, Giacomo (around 1570-1623)","Birth. Around 1570, Genoa. Third of the six children of Antonio Maria Serra, deputy of the Nobile Vecchio Portico di Genova, and Claudia Lomenelli, of a patrician family. The other siblings were Francesco (senator), Maria, Giovanni Battista *ambassador to Spain), Scipione and Paolo Maria (senator). He also had a half-sister, Antonia (illegitimate). Grand-uncle of Cardinal Niccolò Serra (1766). Great-great-grand-uncle of Cardinal Francesco Serra (1831).Education. (No information found) (1).",seventeenth_century,fiu_scrape
"(2) 1. PÉREZ CALVILLO, Fernando (second third of the 14th century-1404)","Birth. Second third of the 14th century, Tarazona. Son of Mallen Pérez Calvillo. Brother of Bishop Pedro Pérez Calvillo of Tarazona.Education. Obtained a doctorate in canon law at the University of Bologna.",fifteenth_century,fiu_scrape
"(25) 7. PALUZZI ALTIERI DEGLI ALBERTONI, Paluzzo (1623-1698)","Birth. June 8, 1623, Rome. Eldest of the two sons of Antonio Paluzzi degli Albertoni, second marquis of Rasina, and Laura Carpegna. He took the last name Altieri when adopted as a nephew by Pope Clement X (1670-1676) on the day of his election to the papacy (1). Uncle of Cardinals Lorenzo Altieri (1690) and Giambattista Altieri, iuniore (1724). Grand-uncle of Cardinal Vincenzo Maria Altieri (1777). He is also listed as Paluzzo Altieri degli Albertoni; as Paluzio Albertoni Altieri; and as Paluzzo Aktieri.Education. Studied at the University of Perugia, where he obtained a doctorate in law.",seventeenth_century,fiu_scrape
"(22) 22. FRINGS, Joseph","Birth. February 6, 1887, in the small city of Neuss, archdiocese of Köln, Germany. Second of the eight children of Heinrich Frings, a weaving mill manufacturer and a city councillor, and Maria Sels. His baptismal name was Joseph Richard. Very early he discovered that he had a vocation to the priesthood. The house of his family was destroyed by a bomb during the Second World War.Education. Initially, he frequented the gymnasium of Neus; then he studied at the University of Innsbruck; later at the University of Bonn (theology); from 1913 until 1915, at the Pontifical Biblical Institute, Rome; while in Rome, he resided in Collegio Germanico di Santa Maria dell'Anima; and finally at the University of Freiburg, where he obtained a doctorate in theology in 1916.",twentieth_century,fiu_scrape
"(52) 14. MONSENGWO PASINYA, Laurent","Birth. October 7, 1939, Mongobele, district of Bandundu, diocese of Inongo, Congo (now Democratic Republic of Congo). Of one of the royal families of Basakata; his second name, Monsengwo, means ""nephew of the traditional chief"".Education. Initial ecclesiastical studies at the Seminary of Bokoro; then, he entered the Major Seminary of Kabwe (philosophy); in 1960, he was sent to Rome to study at the Pontifical Urbanian University; later, he attended the Pontifical Biblical Institute in that city; and the Pontifical Biblical Institute in Jerusalem (first African to obtain a doctorate in biblical studies; the title of his disseration was La notion de nomos dans le grec Pentateuque); he studied under Father Carlo Maria Martini, S.J., future cardinal.",twenty_first_century,fiu_scrape
"(4) 4. MICARA, Clemente","Birth. December 24, 1879, Frascati, Italy. Grand-nephew of Cardinal Ludovico Micara, O.F.M.Cap. (1824).Education. Studied at the Pontifical Roman Seminary, Rome, while residing at Almo Collegio Capranica; then, at the Pontifical Gregorian University, Rome; later, at the Pontifical Lateran Athenaeum, Rome; and finally, at the Pontifical Ecclesiastical Academy, Rome, where he studied diplomacy.",twentieth_century,fiu_scrape
"(17) 9. COLLICOLA, Carlo (1682-1730)","Birth. May 31 (or June 1), 1682, Spoleto. Of a noble family from castello Montesanto.Education. Initial studies in Rome; then, he studied at La Sapienza University, also in that city, where he obtained a doctorate in law in 1707.",eighteenth_century,fiu_scrape
"(120) 13. EYT, Pierre","Birth. June 4, 1934, Laruns, diocese of Bayonne, France. Eldest of the three children of Jean Eyt, a hotelier, and Joséphine Gabastou. The other siblings were Jeanne and Henri. His baptismal name was Pierre Étienne Louis. His mother died when he was four years old. The last name ""Eyt"" already appears in Haut Ossau (Bèarn), in the cartulary of the 14th century (1366).Education. Primary studies in the public school of Laruns; secondary studies at Collège Saint-Joseph d'Oloron Sainte-Marie; and later at Lycée Montaigne, in Bordeaux; then he studied law at the Institute of Juridical and Economic Studies, Pau; entered the Seminary Pius XI, Bayonne, in 1954; and in 1955, he went to the Seminary of the Catholic Institute, Toulouse; called to serve in the armed forces in 1956, he became sub-lieutenant of Alpine Chasseurs and served in Kabyle from 1957 to 1959; he later studied at the Pontifical Gregorian University, Rome, where he obtained a doctorate in theology, in 1967 (thesis: ""Structure et exercice de la doctrina sacra d'aprés Dominique Soto (1495-1560). Contribution à l'étude de la tradition thomiste au XVI siècle"").",twentieth_century,fiu_scrape
"(28) 4. VERA, Juan de (1453-1507)","Birth. November 25, 1453, castle of Alcira (now Alzira), La Ribera Alta, diocese of Valencia, Spain. His first name is also listed as Joan. Relative of Pope Alexander VI. He was called the Cardinal of Salerno.Education. From a very young age he dedicated himself to studying; obtained a doctorate in both canon and civil law (no further information educational found).",fifteenth_century,fiu_scrape
"(88) 15. PERRAUD, Orat., Adolphe-Louis-Albert","Birth. February 7, 1828, Lyon, France.Education. Studied at Lyceum Henri IV, Lyon; at Lyceum St. Louis, Lyon; at École Normale, Lyon; professor of history, Lyceum of Angers, 1850-1852. Entered the Congregation of the Oratory of St. Philip of Neri, Paris, 1852. Studied at La Sorbonne University, Paris, where he earned a doctorate in theology in 1865.",nineteenth_century,fiu_scrape
"(87) 14. KOPP, Georg von","Birth. July 25, 1837, Duderstadt, diocese of Hildesheim, Hannover. Received the sacrament of confirmation, July 4, 1852.Early life. Auxiliary telegrapher of the Hannoverian Government Service, 1856-1858.",nineteenth_century,fiu_scrape
"(36) 3. ALBIZZI, Francesco (1593-1684)","Birth. October 24, 1593, Cesena. Of a family originally from Florence. Fourth of the five children of Tomaso (Maso) Albizzi and Francesca Funetti. He was baptized on the following October 25. The other siblings were Lorenza, who died in childhood; Cléofa, who became a Clarisse nun; Nicolò, a knight of S. Stefano who later became a Jesuit priest; and Giustina, who also became a Clarisse nun. When his brother Nicolò decided to enter the ecclesiastical state, Francesco was destined to perpetuate his lineage. His last name is also listed as degli Albizzi. Great-grandfather of Cardinal Carlo Leopoldo Calcagnini (1743) (1).Education. In 1605 he went to Forli and spent a long time with his grandfather Giovanni Battista Albizzi, a distinguished lawyer; then, he was sent to the University of Bologna to study law; and obtained a doctorate in utroque iure, both canon and civil law on January 31, 1611, when he was seventeen years old. He was received in Cesena as a hero.",seventeenth_century,fiu_scrape
"(30) 6. TRIVULZIO, seniore, Can. Reg. of Sant'Antonio, Antonio (1449-1508)","Birth. January 18, 1457, Milan. Son of Pietro Trivulzio and Laura Bossi. Milanese patrician. His first name is also listed as Giovanni and his last name as Trivulce. Uncle of Cardinal Agostino Trivulzio (1517). Brother of Teodoro Trivulzio, marshal of France. Other cardinals members of the family were Scaramuccia Trivulzio (1517); Antonio Trivulzio, iuniore (1557); Giangiacomo Teodoro Trivulzio (1629). He was called the Cardinal of Como.Education. Obtained a doctorate in law. Joined the Canons Regular of Sant'Antonio.",fifteenth_century,fiu_scrape
"(28) 1. BERTRAND, seniore, Pierre (1280-1349)","Birth. March 1280, Annonay, Vivarais, France. Son of a physician originally from Aurillac. Uncle of Cardinal Pierre Bertrand, iuniore (1344). His last name is also listed as Bertrandi and as Bertrandus.Education. Studied in Avignon; later, obtained a doctorate in philosophy and another one in law at the University of Montpellier in 1301.",fifteenth_century,fiu_scrape
"(1) 1. ALTIERI, iuniore, Giambattista (1673-1740)","Birth. August 6 (or 3), 1673, Rome. Son of Gaspare Paluzzi Altieri and Laura Altieri. His first name is also listed as Giovanni Battista. Grand-nephew of Pope Clement X. Brother of Cardinal Lorenzo Altieri (1690). Nephew of Cardinal Paluzzo Paluzzi Altieri degli Albertoni (1664). Uncle of Cardinal Vincenzo Maria Altieri (1777).Education. Studied at La Sapienza University, Rome (doctorate in utroque iure, both canon and civil law, March 22, 1703).",eighteenth_century,fiu_scrape
"(4) 4. STELLA, Beniamino","Birth. August 18, 1941, Pieve di Soligo, diocese of Treviso, Italy. From a family of farmers. Son of Giuseppe Stella and Rosa Pederiva. He is the second of the twelve children of the family. He was baptized on the following day of his birth. His sister Loretta died on January 18, 2022 at 74 years old.Education. His parish priest was instrumental in his entering the seminary. After finishing secondary education, he went to Rome and entered the Major Roman Seminary, where he studied philosophy and theology; then, studied at the Pontifical Lateran University under Professors Antonio Piolanti, Francesco Spadafora and Roberto Masi, among others; in 1965, his bishop, Albino Luciani of Vittorio Veneto, future Pope John Paul I, sent him to the Pontifical Ecclesiastical Academy, Rome, to study diplomacy; he studied at the academy from 1966 to 1970; he obtained a doctorate in canon law. Besides his native Italian, he knows English, French, German and Spanish.",twenty_first_century,fiu_scrape
"(27) 6. ZACCHIA, Paolo Emilio (1554-1605)","Birth. 1554, Castello di Vezzano, diocese de Luni. Son of Gaspare Zacchia and Veronica de' Nobili, of the signori of Vecciano. Of a Genoese family. Brother of Cardinal Laudivio Zacchia (1626) and uncle of Cardinal Paolo Emilio Rondinini (1643), on his mother's side. Distant relative of Cardinal Giuseppe Antonio Zacchia Rodinini (1844). Also, uncle of Gasparo Cecchinelli, bishop of Montefiascone e Corneto. Nephew of Marcello de' Nobili, canon of the chapter of the patriarchal Vatican basilica.Education. Studied at the University of Pisa, where he earned a doctorate in utroque iure, both canon and civil law.",sixteenth_century,fiu_scrape
"(32) 7. MOLINO, Giovanni (1705-1773)","Birth. April 26 (or 16), 1705, Venice. Of an ancient and patrician family, of which, one of its members, Francesco Molino, was doge of Venice in 1645. Second child of Marco Molino (or Molin) and Giustina Vitturi. The other children were Sebastiano, Elena, Caterina, Pietro (1709-1777; he entered the Order of Saint Benedict and took the name Marco, and was prior of the convent of S. Giustina in Padua and bishop of Bergamo in 1773), Angelo, Ludovico, Cecilia, Gaetano and Teresa. His last name is also listed as Molin.Education. Initial studies at home under the discipline of excellent teachers; then, studied at the University of Padua, where he obtained a doctorate in utroque iure, both canon and civil law, on March 14, 1729. Received the insignias of the clerical character and the minor orders on December 23, 1725; the subdiaconate on June 15, 1726; and the diaconate on June 7, 1727.",eighteenth_century,fiu_scrape
"(44) 5. PUCCI, Roberto (1464-1547)","Birth. May 29 (or 30), 1464, Florence. Son of Antonio Pucci and Piera Manetti. Brother of Cardinal Lorenzo Pucci (1513). Uncle of Cardinal Antonio Pucci (1531).Education. (No information found).",sixteenth_century,fiu_scrape
"(11) 11. NORIS, O.E.S.A., Enrico (1631-1704)","Birth. August 29, 1631, Verona. Of Irish ancestry (1). His first name is also listed as Errico; and his last name as Nori; and as Norris. His baptismal name was Girolamo.Education. Initially, he studied at the Jesuit school in Rimini (rhetoric and logic), 1646. Entered the Order of the Hermits of Saint Augustine, 1647; novitiate of Rimini; took the name Enrico; after probation, from 1650 to 1654, he studied philosophy amd theology at the Augustinian general study, Rome.",seventeenth_century,fiu_scrape
"(8) 8. NEWMAN, Orat., John Henry","Birth. February 21, 1801, London, England. The eldest of the six children of John Newman, a banker, and Jemina Foundrinier, a descendent of the Huguenots who migrated from France after the revocation of the Edict of Nantes. The other siblings were Charles, Francis, Harriet, Jemima and Mary. Baptized in the Church of England, April 9, 1801. He converted to Calvinism at the age of 15, August-December, 1816.Education. Trinity College, Oxford, 1816-1822; elected a fellow at Oriel College, Oxford, April 12, 1822; ordained to the diaconate, June 13, 1824; curate of St. Clement's, Oxford, 1824-1826; ordained priest of the Church of England, May 29, 1825, Christ Church, Oxford; vice-principal at St. Mary's Hall, 1825; vicar of St. Mary's (also the university church), 1828. resigned his tutorship, 1832 and went on a trip around the Mediterranean (December, 1832-July, 1833); returned to Oxford. With the Assize sermon on ""National Apostasy"" by John Keble, on July 14, 1833, the Oxford Movement was born. The religious opinions and principles of the Movement toward High Church principles in opposition to liberalizing and evangelical tendencies and emphasizing the principles of primitive and patristic Christianity as well as the historic and catholic character of the church, were given in a series of 90 papers called the Tracts for the Times, published in Oxford from 1833 to 1841. Newman became the leader of the Tractarian Movement, as it was also known. Resigned from St. Mary's in 1843. On October 9, 1845 he converted to Catholicism and was received into the Church in Littlemore by Fr. Domenico Barberi, an Italian Passionist (1). On November 1, 1845, he received the sacrament of confirmation and added Mary to his given name.",nineteenth_century,fiu_scrape
"(1) 1. SEGA, Filippo (1537-1596)","Birth. August 22, 1537, Bologna. Of a noble family originally from Ravenna, related to Pope Gregorio XIII. Son of Giovanni Andrea Sega. Uncle of Cardinal Girolamo Agucchi (1604), son of his sister Isabella.Education. Studied at the University of Bologna, where he obtained a doctorate in utroque iure, both canon and civil law, on September 26, 1560.",sixteenth_century,fiu_scrape
"(30) 11. CENTINI, O.F.M.Conv., Felice (1562-1641)","Birth. 1562, Polesio, near Ascoli Piceno. Of a modest condition. He was called the Cardinal of Ascoli. His first name is also listed as Felix; and his las name as Centino. One of his nephews, Mauzio Centini, O.F.M.Conv., was bishop of Massa Lubrense (1626-1631); and of Mileto (1631-1640).Education. Entered the Order of the Friars Minor Conventuals.",seventeenth_century,fiu_scrape
"(21) 18. GANGANELLI, O.F.M. Conv., Lorenzo (1705-1774)","Birth. October 31, 1705, Sant' Arcangelo di Romagna, diocese of Rimini. Second child of Lorenzo Ganganelli, a medical doctor, and Angela Serafina Maria Mazza; her last name is also listed as Macci and as Mazzi. He was baptized on November 2, 1705, in the parish of Sant'Agata. The other children were Tommaso, Alessandra and Vittioria (Porzia).Education. Initial studies in Verucchio; then, with the Jesuits of Rimini, from 1717; and later, with the Piarist Fathers of Urbino. Entered the Order of the Friars Minor Conventuals, May 15, 1723, Mondaino, Forlì; changed his baptismal name Giovanni Vincenzo Antonio to Lorenzo, his father's name; did his novitiate in Urbino, where a cousin, Vincenzo, was a friar; professed, May 18, 1724; from 1724 to 1728, he was sent to the convents of Pesaro, Fano and Recanati, where he did his theological studies influenced by Scotism, as was the tradition of the Order; from 1728 until 1731, he continued and perfected his studies at Collegio S. Bonaventura, Rome, under the guidance of Father Antonio Lucci, O.F.M.Conv., future bishop of Bovino; there, he obtained a doctorate in theology in 1731.",eighteenth_century,fiu_scrape
"(12) 2. MOSCA, Agapito (1678-1760)","Birth. April 28, 1678, Pesaro. Of a noble and patrician family family, originally from Alzano Lombardo, diocese of Bergamo. Son of Marquis Carlo Mosca and Ippolita Grepi, from Como. Cousin of Pope Clement XI. He is also listed as Agapitus Musca; and his first name as Agabito.Education. Studied at Collegio Tolomei, Siena, 1692; later, he attended the University of Urbino, where he obtained a doctorate in utroque iure, both canon and civil law, in 1697. After finishing his studies, he went to Rome and frequented the erudite academies of the city under the guidance of his cousin, then Cardinal Gianfrancesco Albani.",eighteenth_century,fiu_scrape
(1626-1689),"Birth. May 19, 1626, Bologna. Of a patrician and senatorial family. Second of the three children of Senator Count Marcantonio Ranuzzi and Orintia Albergati. The other children were Anna Maria and Annibale. Great-grand uncle of Cardinal Vincenzo Ranuzzi (1785).Education. Studied at the University of Padua, where he obtained a doctorate in utroque iure, both canon and civil law. Took a trip throughout Europe to learn the idiosyncracies and customs of its countries.",seventeenth_century,fiu_scrape
"(52) 17. DORIA, Giovanni (1573-1642)","Birth. March 24, 1573, Genoa. Called Giannettino. Of the princes of Melfi. Son of Giovanni Andrea I Doria, 6th Prince of Melfi, and Princess Zenobia Doria del Carretto, 5th Princess of Melfi. Great-grand-uncle of Cardinal Giorgio Doria (1743). Other cardinals of the family were Girolamo Doria (1529); Sinibaldo Doria (1731); Giuseppe Maria Doria Pamphilj (1785); Antonio Maria Doria Pamphilj (1785); and Giorgio Doria Pamphilj (1816).Education. Studied philosophy and theology at a university in Spain. In 1597, he was still in the Iberian Peninsula, as evidenced by a letter from Cardinal Francisco de Ávila Múxica to Prince Doria.",sixteenth_century,fiu_scrape
"(182) 23. RODRÍGUEZ MARADIAGA, S.D.B., Óscar Andrés","Birth. December 29, 1942, Tegucigalpa, Honduras. Third of the four children of Andrés Rodríguez Palacios and Raquel Maradiaga; the other siblings were Jorge, Hortensia and Mario. His paternal grandfather, Jesús María Rodríguez Orellana, was minister of education.Education. Salesian ""Instituto San Miguel"", Tegucigalpa, 1949-1960 (elementary and secondary studies); joined the Pious Society of St. Francis de Sales (Salesians of Don Bosco); sent to El Salvador to initiate his Salesian formation; solemn profession, May 3, 1961; Institute ""Don Rua"", San Salvador, El Salvador (doctorate in philosophy); Pontifical Salesian Athenaeum, Rome (doctorate in theology); Alphonsian Academy of Moral Theology (incorporated into the faculty of the Pontifical Lateran University in 1960), Rome (doctorate in moral theology); University of Innsbruck, Innsbruck, Austria (diploma in clinical psychology and psychotherapy); Conservatory of San Salvador, El Salvador (piano); studied harmony and musical composition in Guatemala and Newton, N.J., United States of America. Besides his native Spanish, he also speaks English, French, Italian, German and Portuguese.",twentieth_century,fiu_scrape
"(75) 2. MOCENNI, Mario","Birth. January 22, 1823, Montefiascone. Of a noble family from Viterbo.Education. Studied at the Seminary of Viterbo; and later, at the University of Rome, where he obtained a doctorate in theology. Received the subdiaconate on September 21, 1844; and the diaconate on May 27, 1845.",nineteenth_century,fiu_scrape
"(20) 1. VEROSPI, Fabrizio (1571-1639)","Birth. 1571, Rome. Of a noble family originally from Spain. Son of Girolamo Verospi and Penelope Gabrielli. Uncle of Cardinal Girolamo Verospi (1641).Education. Attended the University of Bologna, where he obtained a doctorate in utroque iure, both canon and civil law.",seventeenth_century,fiu_scrape
"(39) 2. SERBELLONI, Fabrizio (1695-1775)","Birth. November 4, 1695, Milan (1). From a patrician family. Fourth of the six children of Giovanni Serbelloni, second duke of San Gabrio, Grande de España, and Maria Giulia Trotti Bentivoglio, of the marquises of Incisa. The other siblings were Costanza, Luigia, Gabrio, Giovanni Battista and Galeazzo. His last name is also listed as Sorbelloni. He was baptized on Novembre 7, 1695 in the parish church of Santa Maria della Passerella"", Milan.Education. Initial education at home; then he was sent to study at Collegio Clementino, Rome (2); and then, at the University of Pavia, where he obtained a doctorate in utroque iure, both canon and civil law, on July 19, 1718.",eighteenth_century,fiu_scrape
"(5) 1. SAVELLI, Silvio (1550-1599)","Birth. July 21, 1550, Ariccia, of a family from Rome. Son of Camillo Savelli, signore di Ariccia, and Isabella Orsini. Of an aristocratic family which included Pope Honorius IV (1285-1287), and Cardinals Bertrando Savelli (1216); Giovanni Battista Savelli (1480); Giacomo Savelli (1539); Giulio Savelli (1615); Fabrizio Savelli (1647); and Paolo Savelli (1664).Education. Obtained a doctorate in law.",sixteenth_century,fiu_scrape
"(114) 7. OVIEDO CAVADA, O. de M., Carlos","Birth. January 19, 1927, Santiago de Chile, Chile. Son of Carlos Oviedo Armstrong dna Elena Cavada Riesco.Education. Primary studies at Colegio San Pedro Nolasco, Santiago; secondary studies at Instituto de Humanidades Luis Campino, also in Santiago. Joined the Order of Mercy in Melipilla on January 28, 1944; took the simple vows, March 18, 1945; the solemn vows, March 19, 1948.Studied at houses of studies of his order (philosophy); at the Theological Faculty of the Pontifical Catholic University of Chile, Santiago, obtaining a licentiate in theology in 1949; and at the Pontifical Gregorian University, Rome, where he obtained a doctorate in canon law in 1953. In Rome he also studied in the SS.CC. of the Council and of Religious; and in the Studium of the Sacred Roman Rota.",twentieth_century,fiu_scrape
"(33) 6. VIRILI, Luca Antonio (1569-1634)","Birth. 1569, Rome. From a noble family from Sabina. Son of Lelio Virili, a Roman lawyer, and Sigismonda Prati.Education. Studied at the University of Siena, where he earned a doctorate in utroque iure, both canon and civil law, in 1590.",seventeenth_century,fiu_scrape
"(34) 7. GUIDICCIONI, Bartolomeo (1470-1549)","Birth. 1470, Lucca. Of a patrician family. His last name is also listed as Guiduiccioni. Relative of Giovanni Guidiccioni, who was about to be created cardinal when he died in 1541.Education. Studied the human sciences, theology and law in Rome.",sixteenth_century,fiu_scrape
"(7) 2. DORIA, Sinibaldo (1664-1733)","Birth. September 21, 1664, Genoa. Of an illustrious family. Second of the six children of Marquis Giovanni Battista Doria and Benedetta Spinola. He was baptized on September 21, 1664. Other cardinals of the family were Girolamo Doria (1529); Giovanni Doria (1604); Giorgio Doria (1743); Giuseppe Maria Doria Pamphilj (1785); Antonio Maria Doria Pamphilj (1785); and Giorgio Doria Pamphilj (1816).Education. He studied at Collegio Romano; and later at the University of Siena, where he obtained a doctorate in utroque iure, both canon and civil law, on August 17, 1688.",eighteenth_century,fiu_scrape
